lemma	pos	attributes
düzlen	VERB	-
düzlet	VERB	-
düzletme	NOUN	-
düzleş	VERB	-
düzleştir	VERB	-
düzme	ADJ	-
düzme	NOUN	-
düzmece	ADJ	-
düztaban	ADJ	-
düztaban	NOUN	-
düzyazı	NOUN	-
düzül	VERB	-
düzülme	NOUN	-
düçar	ADJ	-
düğ	VERB	-
düğme	NOUN	-
düğmele	VERB	-
düğmeleme	NOUN	-
düğmelen	VERB	-
düğmük	NOUN	VOICING
düğü	NOUN	-
düğüm	NOUN	-
düğümcük	NOUN	VOICING
düğümle	VERB	-
düğümleme	NOUN	-
düğümlen	VERB	-
düğümleyebil	VERB	-
düğümleyebilme	NOUN	-
düğün	NOUN	-
düğüncübaşı	NOUN	-
düğünevi	NOUN	-
düğürcük	NOUN	VOICING
düş	NOUN	-
düş	VERB	-
düşebil	VERB	-
düşebilme	NOUN	-
düşes	NOUN	-
düşey	ADJ	-
düşeyaz	VERB	-
düşeyazma	NOUN	-
düşeş	NOUN	-
düşkü	NOUN	-
düşkün	ADJ	-
düşkün	NOUN	-
düşkünlerevi	NOUN	-
düşkünleş	VERB	-
düşle	VERB	-
düşlem	NOUN	-
düşleme	NOUN	-
düşlemsel	ADJ	-
düşleyebil	VERB	-
düşleyebilme	NOUN	-
düşleyiş	NOUN	-
düşman	ADJ	-
düşman	NOUN	-
düşmanca	ADJ	-
düşmanca	ADV	-
düşmancasına	ADV	-
düşmanlaş	VERB	-
düşmanlaştır	VERB	-
düşme	NOUN	-
düşsel	ADJ	-
düşçü	ADJ	-
düşük	ADJ	VOICING
düşük	NOUN	VOICING
düşün	NOUN	-
düşün	VERB	-
düşünce	NOUN	-
düşüncel	ADJ	-
düşüncel	NOUN	-
düşüncelen	VERB	-
düşüncesizce	ADV	-
düşündeş	NOUN	-
düşündür	VERB	-
düşündürebil	VERB	-
düşündürebilme	NOUN	-
düşündürme	NOUN	-
düşündürt	VERB	-
düşündürtme	NOUN	-
düşünebil	VERB	-
düşünebilme	NOUN	-
düşünme	NOUN	-
düşünsel	ADJ	-
düşünül	VERB	-
düşünülebil	VERB	-
düşünülebilme	NOUN	-
düşünülme	NOUN	-
düşünüm	NOUN	-
düşünür	NOUN	-
düşünüver	VERB	-
düşünüverme	NOUN	-
düşünüş	NOUN	-
düşür	VERB	-
düşürebil	VERB	-
düşürebilme	NOUN	-
düşürme	NOUN	-
düşürt	VERB	-
düşürtme	NOUN	-
düşürttür	VERB	-
düşürttürme	NOUN	-
düşürül	VERB	-
düşürülme	NOUN	-
düşürüm	NOUN	-
düşürüver	VERB	-
düşürüverme	NOUN	-
düşürüş	NOUN	-
düşüt	NOUN	-
düşüver	VERB	-
düşüverme	NOUN	-
düşüş	NOUN	-
dılak	NOUN	VOICING
dımbırdat	VERB	-
dımbırdatma	NOUN	-
dımdızlak	ADJ	-
dımdızlak	NOUN	-
dımışki	NOUN	-
dıramudana	NOUN	-
dırdır	NOUN	-
dırdırlan	VERB	-
dırlan	VERB	-
dırlaş	VERB	-
dırıltı	NOUN	-
dızdık	NOUN	VOICING
dızdız	NOUN	-
dızla	VERB	-
dızlama	NOUN	-
dızman	ADJ	-
dığan	NOUN	-
dığdık	NOUN	VOICING
dığdığı	ADJ	-
dış	ADJ	-
dış	NOUN	-
dışarı	ADV	-
dışarı	NOUN	-
dışbeslenen	ADJ	-
dışbükey	ADJ	-
dışkı	NOUN	-
dışkıla	VERB	-
dışkılama	NOUN	-
dışkılayabil	VERB	-
dışkılayabilme	NOUN	-
dışkısever	NOUN	-
dışla	VERB	-
dışlama	NOUN	-
dışlan	VERB	-
dışlanabil	VERB	-
dışlanabilme	NOUN	-
dışlanış	NOUN	-
dışlayabil	VERB	-
dışlayabilme	NOUN	-
dışlayıver	VERB	-
dışlayıverme	NOUN	-
dışlayış	NOUN	-
dışlaştır	VERB	-
dışlaştırt	VERB	-
dışlaştırtma	NOUN	-
dışrak	ADJ	-
dışrakçı	ADJ	-
dışsal	ADJ	-
dışsallaş	VERB	-
dıştan	ADJ	-
dışık	NOUN	VOICING
dışında	NOUN	-
e	VERB	VOICING
ebabil	NOUN	-
ebat	NOUN	VOICING
ebcet	NOUN	VOICING
ebe	NOUN	-
ebebulguru	NOUN	-
ebediyen	ADV	-
ebediyen	NOUN	-
ebediyet	NOUN	-
ebedî	ADJ	-
ebedî	NOUN	-
ebedîleş	VERB	-
ebedîleştir	VERB	-
ebedîleştirebil	VERB	-
ebedîleştirebilme	NOUN	-
ebedîleştiril	VERB	-
ebedîleştirilme	NOUN	-
ebegümecigiller	NOUN	-
ebekuşağı	NOUN	-
ebele	VERB	-
ebeleme	NOUN	-
ebeleyiş	NOUN	-
ebemkuşağı	NOUN	-
ebet	NOUN	VOICING
ebeveyn	NOUN	-
ebişke	NOUN	-
ebleh	ADJ	-
eblehleş	VERB	-
ebonit	NOUN	-
ebru	NOUN	-
ebrula	VERB	-
ebrulama	NOUN	-
ebrulan	VERB	-
ebülyoskop	NOUN	VOICING
ecdat	NOUN	VOICING
ece	NOUN	-
ecel	NOUN	-
ecinni	NOUN	-
ecir	NOUN	VOWEL_DROP
ecnebi	ADJ	-
ecrimisil	NOUN	-
ecza	NOUN	-
eczane	NOUN	-
eda	NOUN	-
edat	NOUN	-
ede	NOUN	-
edeben	ADV	-
edebikelam	NOUN	-
edebil	VERB	-
edebilme	NOUN	-
edebiyat	NOUN	-
edebiyatsever	ADJ	-
edebiyatça	ADJ	-
edebiyatçı	NOUN	-
edebî	ADJ	-
edebî	NOUN	-
edeme	VERB	-
edep	NOUN	VOICING
edeplen	VERB	-
edeplendir	VERB	-
edepleniş	NOUN	-
edepsizce	ADJ	-
edepsizce	ADV	-
edepsizcesine	ADV	-
edepsizleş	VERB	-
eder	NOUN	-
edevat	NOUN	-
edi	NOUN	-
edibane	ADJ	-
edibane	ADV	-
edibe	NOUN	-
edik	NOUN	VOICING
edil	VERB	-
edilebil	VERB	-
edilebilme	NOUN	-
edilgen	ADJ	-
edilgen	NOUN	-
edilgenleş	VERB	-
edilgenleştir	VERB	-
edilgenleştirt	VERB	-
edilgenleştirtme	NOUN	-
edilgi	NOUN	-
edilgin	ADJ	-
edilgin	NOUN	-
edilme	NOUN	-
edim	NOUN	-
edimsel	ADJ	-
edin	VERB	-
edindir	VERB	-
edindirme	NOUN	-
edinebil	VERB	-
edinebilme	NOUN	-
edinil	VERB	-
edinilebil	VERB	-
edinilebilme	NOUN	-
edinilme	NOUN	-
edinim	NOUN	-
ediniver	VERB	-
ediniverme	NOUN	-
edinme	NOUN	-
edinti	NOUN	-
edinç	NOUN	VOICING
edip	NOUN	VOICING
edisyon	NOUN	-
editör	NOUN	-
ediver	VERB	-
ediverme	NOUN	-
edna	ADJ	-
edvar	NOUN	-
efdal	ADJ	-
efdal	NOUN	-
efe	NOUN	-
efece	ADJ	-
efece	ADV	-
efekt	NOUN	-
efektif	NOUN	-
efelek	NOUN	VOICING
efelen	VERB	-
efeleniş	NOUN	-
efeleş	VERB	-
efemine	ADJ	-
efendi	ADJ	-
efendi	INTERJ	-
efendi	NOUN	-
efendibaba	NOUN	-
efendibabacık	NOUN	VOICING
efendice	ADJ	-
efendice	ADV	-
efendicesine	ADV	-
efendicik	NOUN	VOICING
efendileş	VERB	-
efendim	INTERJ	-
efendim	NOUN	-
efilde	VERB	-
efildeme	NOUN	-
efile	VERB	-
efileme	NOUN	-
efkâr	NOUN	-
efkârlan	VERB	-
efkârlanış	NOUN	-
efkârıumumiye	NOUN	-
eflak	NOUN	-
eflatun	ADJ	-
eflatun	NOUN	-
eflatuni	ADJ	-
eflatuni	NOUN	-
eflatunsu	ADJ	-
eflatunumsu	ADJ	-
efor	NOUN	-
efrat	NOUN	VOICING
efriz	NOUN	-
efsane	NOUN	-
efsaneleş	VERB	-
efsaneleştir	VERB	-
efsaneleştiril	VERB	-
efsaneleştirilme	NOUN	-
efsanevi	ADJ	-
efsun	NOUN	-
efsunkâr	ADJ	-
efsunla	VERB	-
efsunlama	NOUN	-
efsunlan	VERB	-
efsus	INTERJ	-
egale	NOUN	-
egavla	VERB	-
egavlama	NOUN	-
ege	NOUN	-
egemen	ADJ	-
egemen	NOUN	-
eglog	NOUN	-
ego	NOUN	-
egoist	ADJ	-
egoizm	NOUN	-
egosantrik	ADJ	-
egosantrist	ADJ	-
egosantrizm	NOUN	-
egotizm	NOUN	-
egzama	NOUN	-
egzistansiyalist	ADJ	-
egzistansiyalizm	NOUN	-
egzogami	NOUN	-
egzomorfizm	NOUN	-
egzotik	ADJ	-
egzotizm	NOUN	-
egzoz	NOUN	-
eh	INTERJ	-
eh	NOUN	-
ehem	ADJ	-
ehemmiyet	NOUN	-
ehil	NOUN	VOWEL_DROP
ehlibeyit	NOUN	-
ehlidil	NOUN	-
ehlihibre	NOUN	-
ehlikeyif	NOUN	-
ehlikitap	ADJ	VOICING
ehlisalip	NOUN	VOICING
ehlisünnet	ADJ	-
ehlivukuf	NOUN	-
ehliyet	NOUN	-
ehliyetname	NOUN	-
ehlizevk	ADJ	-
ehlî	ADJ	-
ehlîleş	VERB	-
ehlîleştir	VERB	-
ehlîleştiril	VERB	-
ehlîleştirilme	NOUN	-
ehram	NOUN	-
ehven	ADJ	-
ehven	NOUN	-
ehveniyet	NOUN	-
ehvenişer	NOUN	-
ejder	NOUN	-
ejderha	NOUN	-
ejektör	NOUN	-
ek	ADJ	-
ek	NOUN	-
ek	VERB	-
ekalliyet	NOUN	-
ekarte	ADJ	-
eke	ADJ	-
eke	NOUN	-
ekebil	VERB	-
ekebilme	NOUN	-
ekecek	NOUN	VOICING
ekenek	NOUN	VOICING
ekil	VERB	-
ekiliş	NOUN	-
ekilme	NOUN	-
ekim	NOUN	-
ekin	NOUN	-
ekinezya	NOUN	-
ekinokok	NOUN	-
ekinoks	NOUN	-
ekinsel	ADJ	-
ekinti	NOUN	-
ekip	NOUN	VOICING
ekipman	NOUN	-
ekit	NOUN	-
ekle	VERB	-
eklektik	ADJ	-
eklektizm	NOUN	-
eklem	NOUN	-
ekleme	ADJ	-
ekleme	NOUN	-
eklemle	VERB	-
eklemleme	NOUN	-
eklemlen	VERB	-
eklemlendir	VERB	-
eklemliler	NOUN	-
eklemsizler	NOUN	-
eklen	VERB	-
eklenebil	VERB	-
eklenebilme	NOUN	-
ekleniver	VERB	-
ekleniverme	NOUN	-
ekleniş	NOUN	-
eklenti	NOUN	-
eklentiler	NOUN	-
ekler	NOUN	-
eklesil	NOUN	-
eklet	VERB	-
ekletebil	VERB	-
ekletebilme	NOUN	-
ekletme	NOUN	-
ekleyebil	VERB	-
ekleyebilme	NOUN	-
ekleyiver	VERB	-
ekleyiverme	NOUN	-
ekleyiş	NOUN	-
ekleş	VERB	-
ekleştir	VERB	-
ekliptik	NOUN	VOICING
ekme	NOUN	-
ekmek	NOUN	VOICING
ekmeksi	ADJ	-
ekmekçi	NOUN	-
ekmeğimsi	ADJ	-
eko	NOUN	-
ekol	NOUN	-
ekolog	NOUN	-
ekoloji	NOUN	-
ekolojik	ADJ	-
ekolojist	NOUN	-
ekolojizm	NOUN	-
ekonometri	NOUN	-
ekonomi	NOUN	-
ekonomik	ADJ	-
ekonomik	NOUN	-
ekonomist	NOUN	-
ekonomizm	NOUN	-
ekopraksi	NOUN	-
ekose	ADJ	-
ekosistem	NOUN	-
ekran	NOUN	-
ekru	ADJ	-
ekru	NOUN	-
eksantrik	ADJ	-
eksantrik	NOUN	-
eksaserbasyon	NOUN	-
ekselans	NOUN	-
eksen	NOUN	-
ekser	NOUN	-
ekseri	ADV	-
ekseriya	ADV	-
ekseriyet	NOUN	-
ekseriyetle	ADV	-
ekseriyetle	NOUN	-
eksi	ADJ	-
eksi	NOUN	-
eksibe	NOUN	-
eksibisyonizm	NOUN	-
eksik	ADJ	VOICING
eksik	NOUN	VOICING
eksiklen	VERB	-
eksiksizce	ADV	-
eksil	VERB	-
eksilen	NOUN	-
eksiliş	NOUN	-
eksilme	NOUN	-
eksilt	VERB	-
eksiltebil	VERB	-
eksiltebilme	NOUN	-
eksilti	NOUN	-
eksiltil	VERB	-
eksiltilme	NOUN	-
eksiltim	NOUN	-
eksiltme	NOUN	-
eksin	NOUN	-
ekskavatör	NOUN	-
eksper	NOUN	-
eksperimantalist	ADJ	-
eksperimantalizm	NOUN	-
ekspertiz	NOUN	-
eksperyans	NOUN	-
ekspoze	NOUN	-
ekspozisyon	NOUN	-
ekspres	ADJ	-
ekspres	NOUN	-
ekspresyonist	ADJ	-
ekspresyonizm	NOUN	-
ekstra	ADJ	-
ekstra	ADV	-
ekstrafor	NOUN	-
ekstrasistol	NOUN	-
ekstre	NOUN	-
ekstrem	ADJ	-
ekstrem	NOUN	-
ekti	ADJ	-
ekti	NOUN	-
ektir	VERB	-
ektirme	NOUN	-
ektoderm	NOUN	-
ekvator	NOUN	-
ekvatoral	NOUN	-
ekzotermik	ADJ	-
ekâbir	NOUN	-
ekü	NOUN	-
eküri	NOUN	-
ekşi	ADJ	-
ekşi	NOUN	-
ekşi	VERB	-
ekşikulak	NOUN	VOICING
ekşime	NOUN	-
ekşimik	NOUN	VOICING
ekşimsi	ADJ	-
ekşimsi	NOUN	-
ekşimtırak	ADJ	-
ekşit	VERB	-
ekşitil	VERB	-
ekşitilme	NOUN	-
ekşitme	NOUN	-
el	NOUN	-
el	VERB	VOICING
ela	ADJ	-
ela	NOUN	-
elaman	INTERJ	-
elan	ADV	-
elastik	ADJ	-
elastiki	ADJ	-
elastikiyet	NOUN	-
elbet	ADV	-
elbet	NOUN	-
elbette	ADV	-
elbette	NOUN	-
elbise	NOUN	-
elcik	NOUN	VOICING
elde	NOUN	-
elden	ADV	-
elden	NOUN	-
eldiven	NOUN	-
ele	VERB	-
elebaşı	NOUN	-
eleji	NOUN	-
elek	NOUN	VOICING
elekle	VERB	-
elekleme	NOUN	-
elektrifikasyon	NOUN	-
elektrik	NOUN	VOICING
elektrikle	VERB	-
elektrikleme	NOUN	-
elektriklen	VERB	-
elektriklendir	VERB	-
elektrikçi	NOUN	-
elektro	NOUN	-
elektrobiyoloji	NOUN	-
elektrobiyolojik	ADJ	-
elektrodinamik	ADJ	VOICING
elektrodinamik	NOUN	VOICING
elektrodinamometre	NOUN	-
elektrodiyaliz	NOUN	-
elektroensefalograf	NOUN	-
elektroensefalografi	NOUN	-
elektroensefalogram	NOUN	-
elektrofil	NOUN	-
elektrofon	NOUN	-
elektrogitar	NOUN	-
elektrojen	ADJ	-
elektrokaplama	NOUN	-
elektrokardiyograf	NOUN	-
elektrokardiyografi	NOUN	-
elektrokardiyogram	NOUN	-
elektrokimya	NOUN	-
elektrolit	NOUN	-
elektroliz	NOUN	-
elektromanyetik	ADJ	-
elektromanyetizma	NOUN	-
elektromekanik	NOUN	VOICING
elektrometalürji	NOUN	-
elektrometre	NOUN	-
elektromobil	NOUN	-
elektromotor	NOUN	-
elektromıknatıs	NOUN	-
elektron	NOUN	-
elektronegatif	ADJ	-
elektronik	ADJ	VOICING
elektronik	NOUN	VOICING
elektronikçi	NOUN	-
elektropozitif	ADJ	-
elektroradyoloji	NOUN	-
elektrosaz	NOUN	-
elektroskop	NOUN	-
elektrostatik	ADJ	VOICING
elektrostatik	NOUN	VOICING
elektrot	NOUN	VOICING
elektroteknik	ADJ	-
elektroşok	NOUN	-
elekçi	NOUN	-
elem	NOUN	-
eleman	NOUN	-
eleme	NOUN	-
element	NOUN	-
elemge	NOUN	-
elen	VERB	-
eleniş	NOUN	-
elenme	NOUN	-
elense	NOUN	-
elenti	NOUN	-
elet	VERB	-
eletme	NOUN	-
eleyebil	VERB	-
eleyebilme	NOUN	-
eleyiş	NOUN	-
elezer	ADJ	-
eleğimsağma	NOUN	-
eleştir	VERB	-
eleştirel	ADJ	-
eleştirel	NOUN	-
eleştiri	NOUN	-
eleştiril	VERB	-
eleştirilebil	VERB	-
eleştirilebilme	NOUN	-
eleştiriliş	NOUN	-
eleştirilme	NOUN	-
eleştirim	NOUN	-
eleştirisel	ADJ	-
eleştiriyel	ADJ	-
eleştiriş	NOUN	-
eleştirme	NOUN	-
eleştirmen	NOUN	-
elgin	ADJ	-
elhak	ADV	-
elhamdülillah	INTERJ	-
elhasıl	ADV	-
elibelinde	NOUN	-
eliböğründe	NOUN	-
elif	NOUN	-
elifba	NOUN	-
elifbe	NOUN	-
elifî	ADJ	-
elik	NOUN	VOICING
elim	ADJ	-
eliminasyon	NOUN	-
elimine	ADJ	-
elimsende	NOUN	-
elinden	NOUN	-
elips	NOUN	-
elipsoidal	ADJ	-
elipsoit	ADJ	VOICING
elipsoit	NOUN	VOICING
eliptik	ADJ	-
eliptik	NOUN	-
elit	ADJ	-
eliyle	ADV	-
elk	NOUN	-
elkızı	NOUN	-
elle	VERB	-
elleme	ADJ	-
elleme	NOUN	-
ellen	VERB	-
ellenebil	VERB	-
ellenebilme	NOUN	-
ellet	VERB	-
elletme	NOUN	-
ellettir	VERB	-
ellettirme	NOUN	-
elleyebil	VERB	-
elleyebilme	NOUN	-
elleyiş	NOUN	-
elleçle	VERB	-
elleçleme	NOUN	-
elleçlen	VERB	-
elleş	VERB	-
ellibir	NOUN	-
ellişer	ADJ	-
ellişer	NOUN	-
elma	NOUN	-
elmabaş	NOUN	-
elmacık	NOUN	VOICING
elmamsı	ADJ	-
elmas	ADJ	-
elmas	NOUN	-
elmasiye	NOUN	-
elmastıraş	ADJ	-
elmastıraş	NOUN	-
elmasımsı	ADJ	-
elti	NOUN	-
eltieltiyeküstü	NOUN	-
elvan	ADJ	-
elvan	NOUN	-
elveda	INTERJ	-
elveda	NOUN	-
elver	VERB	-
elverdiğince	ADV	-
elverme	NOUN	-
elyaf	ADJ	-
elyaf	NOUN	-
elzem	ADJ	-
elçek	NOUN	VOICING
elçi	NOUN	-
elçim	NOUN	-
elöpen	NOUN	-
em	NOUN	-
em	VERB	-
eman	NOUN	-
emanet	NOUN	-
emaneten	ADV	-
emanetçi	NOUN	-
emare	NOUN	-
emarecik	NOUN	VOICING
emaret	NOUN	-
emay	NOUN	-
emaye	ADJ	-
emaye	NOUN	-
emayla	VERB	-
emaylama	NOUN	-
embesil	ADJ	-
embriyo	NOUN	-
embriyolog	NOUN	-
embriyoloji	NOUN	-
embriyolojik	ADJ	-
emcek	NOUN	VOICING
emcik	NOUN	VOICING
emdir	VERB	-
emdirebil	VERB	-
emdirebilme	NOUN	-
emdirme	NOUN	-
emdirt	VERB	-
emdirtme	NOUN	-
emebil	VERB	-
emebilme	NOUN	-
emekle	VERB	-
emekleme	NOUN	-
emektar	ADJ	-
emektar	NOUN	-
emekçi	NOUN	-
emel	NOUN	-
emen	NOUN	-
emeç	NOUN	VOICING
emik	NOUN	VOICING
emil	VERB	-
emilebil	VERB	-
emilebilme	NOUN	-
emilme	NOUN	-
emin	ADJ	-
emin	NOUN	-
emir	NOUN	VOWEL_DROP
emirber	NOUN	-
emircik	NOUN	VOICING
emirname	NOUN	-
emisyon	NOUN	-
emiş	NOUN	-
emiş	VERB	-
emişme	NOUN	-
emiştir	VERB	-
emiştirme	NOUN	-
emlak	NOUN	-
emlakçı	NOUN	-
emle	VERB	-
emleme	NOUN	-
emme	NOUN	-
emmeç	NOUN	VOICING
emmi	NOUN	-
emniyet	NOUN	-
emoji	NOUN	-
empati	NOUN	-
empermeabl	ADJ	-
empermeabl	NOUN	-
emperyalist	ADJ	-
emperyalizm	NOUN	-
empirme	ADJ	-
empirme	NOUN	-
empoze	ADJ	-
empresyonist	ADJ	-
empresyonizm	NOUN	-
emprezaryo	NOUN	-
emprime	ADJ	-
emprime	NOUN	-
emprovizasyon	NOUN	-
emprovize	ADV	-
emraz	NOUN	-
emredebil	VERB	-
emredebilme	NOUN	-
emredil	VERB	-
emredilme	NOUN	-
emrediş	NOUN	-
emret	VERB	-
emretme	NOUN	-
emreyle	VERB	-
emreyleme	NOUN	-
emrihak	NOUN	-
emrivaki	NOUN	-
emrolun	VERB	-
emrolunma	NOUN	-
emsal	NOUN	-
emtia	NOUN	-
emval	NOUN	-
emzik	NOUN	VOICING
emzir	VERB	-
emzirebil	VERB	-
emzirebilme	NOUN	-
emziril	VERB	-
emzirilme	NOUN	-
emziriş	NOUN	-
emzirme	NOUN	-
emzirt	VERB	-
emzirtme	NOUN	-
emîr	NOUN	-
en	ADV	-
en	NOUN	-
enam	NOUN	-
enaniyet	NOUN	-
enayi	ADJ	-
enayi	NOUN	-
enayice	ADV	-
enayicesine	ADV	-
enayileş	VERB	-
enberi	NOUN	-
enbiya	NOUN	-
encam	NOUN	-
encümen	NOUN	-
endam	NOUN	-
endaze	NOUN	-
endazele	VERB	-
endazeleme	NOUN	-
endeks	NOUN	-
endeksle	VERB	-
endeksleme	NOUN	-
endekslen	VERB	-
endekslet	VERB	-
endeksletme	NOUN	-
endemik	ADJ	-
endemik	NOUN	-
ender	ADJ	-
ender	ADV	-
enderun	NOUN	-
endirekt	ADJ	-
endişe	NOUN	-
endişelen	VERB	-
endişelendir	VERB	-
endişelenebil	VERB	-
endişelenebilme	NOUN	-
endişelice	ADV	-
endişesizce	ADV	-
endoderm	NOUN	-
endogami	NOUN	-
endokrin	NOUN	-
endokrinoloji	NOUN	-
endokrinolojik	ADJ	-
endoskop	NOUN	-
endoskopi	NOUN	-
endoskopik	ADJ	-
endotermik	ADJ	-
endüksiyon	NOUN	-
endüstri	NOUN	-
endüstrileş	VERB	-
endüstriyalizm	NOUN	-
endüstriyel	ADJ	-
ene	VERB	-
enek	ADJ	-
enek	NOUN	-
eneme	NOUN	-
enen	VERB	-
enenme	NOUN	-
enerji	NOUN	-
enerjik	ADJ	-
enerjik	NOUN	-
enez	ADJ	-
eneze	ADJ	-
enfarktüs	NOUN	-
enfeksiyon	NOUN	-
enfekte	ADJ	-
enfes	ADJ	-
enfiye	NOUN	-
enflamasyon	NOUN	-
enflasyon	NOUN	-
enflasyonist	ADJ	-
enflüanza	NOUN	-
enformasyon	NOUN	-
enformatik	NOUN	VOICING
enfraruj	NOUN	-
enfrastrüktür	NOUN	-
enfüsi	NOUN	-
engebe	NOUN	-
engel	NOUN	-
engelle	VERB	-
engelleme	NOUN	-
engellen	VERB	-
engelleniş	NOUN	-
engellet	VERB	-
engelletme	NOUN	-
engelleyebil	VERB	-
engelleyebilme	NOUN	-
engelleyim	NOUN	-
engelleyiş	NOUN	-
engerek	NOUN	VOICING
engerekgiller	NOUN	-
engin	ADJ	-
engin	NOUN	-
enginar	NOUN	-
enginleş	VERB	-
engizisyon	NOUN	-
enik	NOUN	VOICING
enikle	VERB	-
enikleme	NOUN	-
enikonu	ADV	-
enin	NOUN	-
enir	NOUN	-
enişte	NOUN	-
enjeksiyon	NOUN	-
enjekte	ADJ	-
enjektör	NOUN	-
enkaz	NOUN	-
enlem	NOUN	-
enlemesine	ADV	-
enlice	ADJ	-
ensar	NOUN	-
ense	NOUN	-
ensefal	NOUN	-
ensefalit	NOUN	-
ensele	VERB	-
enseleme	NOUN	-
enselen	VERB	-
enselet	VERB	-
enseletme	NOUN	-
enseleyebil	VERB	-
enseleyebilme	NOUN	-
ensest	NOUN	-
enstantane	ADJ	-
enstantane	NOUN	-
enstitü	NOUN	-
enstrüman	NOUN	-
enstrümantal	ADJ	-
enstrümantal	NOUN	-
enstrümantalizm	NOUN	-
entari	NOUN	-
entegrasyon	NOUN	-
entegre	ADJ	-
entel	ADJ	-
entel	NOUN	-
entelekt	NOUN	-
entelektüalizm	NOUN	-
entelektüel	ADJ	-
entelektüel	NOUN	-
entelekya	NOUN	-
enteresan	ADJ	-
enterfon	NOUN	-
enterit	NOUN	-
enternasyonal	NOUN	-
enternasyonalist	ADJ	-
enternasyonalizm	NOUN	-
enterne	ADJ	-
enterograf	NOUN	-
enterosel	NOUN	-
enterostomi	NOUN	-
entertip	NOUN	-
entimem	NOUN	-
entipüften	ADJ	-
entipüften	NOUN	-
entomolog	NOUN	-
entomoloji	NOUN	-
entomolojik	ADJ	-
entomolojist	NOUN	-
entrika	NOUN	-
entropi	NOUN	-
entübasyon	NOUN	-
entübe	ADJ	-
enva	NOUN	-
envaiçeşit	ADJ	VOICING
envanter	NOUN	-
envestisman	NOUN	-
enzim	NOUN	-
enöte	NOUN	-
eosen	NOUN	-
epe	NOUN	-
eper	NOUN	-
epey	ADV	-
epeyce	ADV	-
epeyi	ADV	-
epeyice	ADV	-
epidemi	NOUN	-
epidemik	ADJ	-
epidemiyoloji	NOUN	-
epidemiyolojik	ADJ	-
epiderm	NOUN	-
epifit	NOUN	-
epigenez	NOUN	-
epigrafi	NOUN	-
epigram	NOUN	-
epik	ADJ	-
epikerem	NOUN	-
epikriz	NOUN	-
epilasyon	NOUN	-
epilepsi	NOUN	-
epileptik	ADJ	-
epilog	NOUN	-
episantır	NOUN	-
epistemoloji	NOUN	-
epistemolojik	ADJ	-
epitel	NOUN	-
epitelyum	NOUN	-
epizot	NOUN	-
epope	NOUN	-
epri	VERB	-
eprime	NOUN	-
epsem	ADJ	-
epsilon	NOUN	-
er	ADJ	-
er	ADV	-
er	NOUN	-
er	VERB	-
eradikasyon	NOUN	-
erat	NOUN	-
erbain	NOUN	-
erbap	NOUN	VOICING
erbaş	NOUN	-
erbin	NOUN	-
erbiyum	NOUN	-
erce	ADV	-
ercecik	ADV	-
ercik	NOUN	VOICING
erdem	NOUN	-
erden	ADJ	-
erden	ADV	-
erdir	VERB	-
erdirebil	VERB	-
erdirebilme	NOUN	-
erdirme	NOUN	-
erdişi	ADJ	-
erdişi	NOUN	-
erebil	VERB	-
erebilme	NOUN	-
erek	NOUN	VOICING
ereksel	ADJ	-
ereksiyon	NOUN	-
erekçi	ADJ	-
eren	NOUN	-
erg	NOUN	-
erganun	NOUN	-
ergen	ADJ	-
ergen	NOUN	-
ergene	NOUN	-
ergenleş	VERB	-
ergi	NOUN	-
ergi	VERB	-
ergime	NOUN	-
ergin	ADJ	-
ergin	NOUN	-
erginle	VERB	-
erginleme	NOUN	-
erginlen	VERB	-
erginleş	VERB	-
ergit	VERB	-
ergitme	NOUN	-
ergonomi	NOUN	-
ergonomik	ADJ	-
ergonomik	NOUN	-
erguvan	NOUN	-
erguvangiller	NOUN	-
erguvani	ADJ	-
erguvani	NOUN	-
ergür	VERB	-
ergürme	NOUN	-
eri	VERB	-
erigen	ADJ	-
erik	NOUN	VOICING
erika	NOUN	-
eriksi	ADJ	-
eril	ADJ	-
erim	NOUN	-
erime	NOUN	-
erin	ADJ	-
erin	VERB	-
erincek	ADJ	-
erinleş	VERB	-
erinme	NOUN	-
erinç	NOUN	VOICING
eristik	NOUN	VOICING
erit	VERB	-
eritebil	VERB	-
eritebilme	NOUN	-
eriten	ADJ	-
eritil	VERB	-
eritilme	NOUN	-
eritiver	VERB	-
eritiverme	NOUN	-
eritiş	NOUN	-
eritme	ADJ	-
eritme	NOUN	-
eritrosit	NOUN	-
eriyebil	VERB	-
eriyebilme	NOUN	-
eriyik	NOUN	VOICING
eriyiver	VERB	-
eriyiverme	NOUN	-
eriyiş	NOUN	-
eriş	NOUN	-
eriş	VERB	-
erişebil	VERB	-
erişebilme	NOUN	-
erişil	VERB	-
erişilebil	VERB	-
erişilebilme	NOUN	-
erişilme	NOUN	-
erişim	NOUN	-
erişkin	ADJ	-
erişme	NOUN	-
erişte	NOUN	-
eriştir	VERB	-
eriştirebil	VERB	-
eriştirebilme	NOUN	-
eriştiril	VERB	-
eriştirilme	NOUN	-
eriştirme	NOUN	-
erk	NOUN	-
erke	NOUN	-
erkek	ADJ	VOICING
erkek	NOUN	VOICING
erkekevi	NOUN	-
erkeklen	VERB	-
erkekleş	VERB	-
erkekleştir	VERB	-
erkeksi	ADJ	-
erkeksileş	VERB	-
erkekçe	ADV	-
erkekçil	ADJ	-
