lemma	pos	attributes
adisyon	NOUN	-
adlan	VERB	-
adlandır	VERB	-
adlandırabil	VERB	-
adlandırabilme	NOUN	-
adlandırabilmek	NOUN	-
adlandırma	NOUN	-
adlandırıl	VERB	-
adlandırılabil	VERB	-
adlandırılabilme	NOUN	-
adlandırılma	NOUN	-
adlandırılış	NOUN	-
adlandırım	NOUN	-
adlandırıver	VERB	-
adlandırıverme	NOUN	-
adlandırış	NOUN	-
adlanma	NOUN	-
adlaş	VERB	-
adlaşma	NOUN	-
adlaştır	VERB	-
adlaştırma	NOUN	-
adli	ADJ	-
adliye	NOUN	-
adlı	ADJ	-
adlılık	NOUN	VOICING
adrenalin	NOUN	-
adres	NOUN	-
adsal	ADJ	-
adsız	ADJ	-
adsız	NOUN	-
adsızlık	NOUN	VOICING
advertorial	NOUN	-
adıl	NOUN	-
adım	NOUN	-
adımbaşı	ADV	-
adımla	VERB	-
adımlama	NOUN	-
adımlamak	NOUN	-
adımlan	VERB	-
adımlanma	NOUN	-
adımlayabil	VERB	-
adımlayabilme	NOUN	-
adımlayabilmek	NOUN	-
adımlayış	NOUN	-
adımlık	ADJ	-
adımsayar	NOUN	-
adına	ADV	-
aerobik	NOUN	VOICING
aerodinamik	ADJ	VOICING
aerodinamik	NOUN	VOICING
aeroloji	NOUN	-
aerolojik	ADJ	-
af	NOUN	-
afacan	ADJ	-
afacanlaş	VERB	-
afacanlaşma	NOUN	-
afacanlık	NOUN	VOICING
afak	NOUN	-
afakan	NOUN	-
afaki	ADJ	-
afaki	NOUN	-
afakilik	NOUN	VOICING
afal	ADJ	-
afalla	VERB	-
afallama	NOUN	-
afallat	VERB	-
afallatma	NOUN	-
afallayış	NOUN	-
afallaş	VERB	-
afallaşma	NOUN	-
afallaştır	VERB	-
afallaştırma	NOUN	-
afat	NOUN	-
afazi	NOUN	-
aferin	INTERJ	-
aferin	NOUN	-
aferist	NOUN	-
afet	NOUN	-
afetzede	NOUN	-
affedebil	VERB	-
affedebilme	NOUN	-
affedil	VERB	-
affedilebil	VERB	-
affedilebilme	NOUN	-
affediliş	NOUN	-
affedilme	NOUN	-
affediverme	NOUN	-
affedivermek	NOUN	-
affediş	NOUN	-
affet	VERB	-
affetme	NOUN	-
affetmek	NOUN	-
affetmişsin	NOUN	-
affettir	VERB	-
affettirebil	VERB	-
affettirebilme	NOUN	-
affettiriş	NOUN	-
affettirme	NOUN	-
affettuoso	ADV	-
affeyle	VERB	-
affeyleme	NOUN	-
affol	VERB	-
affolma	NOUN	-
affolun	VERB	-
affolunabil	VERB	-
affolunabilme	NOUN	-
affolunma	NOUN	-
afi	NOUN	-
afif	ADJ	-
afife	ADJ	-
afifelik	NOUN	VOICING
afiflik	NOUN	VOICING
afili	ADJ	-
afis	NOUN	-
afiyet	NOUN	-
afiyetle	ADV	-
afiş	NOUN	-
afişe	ADJ	-
afişe	NOUN	-
afişçi	NOUN	-
afişçilik	NOUN	VOICING
afoni	NOUN	-
aforizm	NOUN	-
aforizma	NOUN	-
aforoz	NOUN	-
aforozla	VERB	-
aforozlama	NOUN	-
aforozlamak	NOUN	-
aforozlan	VERB	-
aforozlanma	NOUN	-
aforozlu	ADJ	-
afrodizyak	NOUN	VOICING
afsun	NOUN	-
afsuncu	NOUN	-
afsunculuk	NOUN	VOICING
afsunla	VERB	-
afsunlama	NOUN	-
afsunlan	VERB	-
afsunlanma	NOUN	-
afsunlu	ADJ	-
aft	NOUN	-
aftos	NOUN	-
afyon	NOUN	-
afyonkeş	NOUN	-
afyonkeşlik	NOUN	VOICING
afyonla	VERB	-
afyonlama	NOUN	-
afyonlamak	NOUN	-
afyonlan	VERB	-
afyonlanma	NOUN	-
afyonlu	ADJ	-
afyonlu	NOUN	-
agami	NOUN	-
aganta	NOUN	-
agaragar	NOUN	-
agel	NOUN	-
agitato	ADV	-
aglütinasyon	NOUN	-
aglütinin	NOUN	-
agnosi	NOUN	-
agnostik	ADJ	-
agnostik	NOUN	-
agnostisizm	NOUN	-
agnozi	NOUN	-
agora	NOUN	-
agorafobi	NOUN	-
agraf	NOUN	-
agrafi	NOUN	-
agrandisman	NOUN	-
agrandisör	NOUN	-
agrega	NOUN	-
agreman	NOUN	-
agresif	ADJ	-
agresiflik	NOUN	VOICING
agronomi	NOUN	-
agu	NOUN	-
agucuk	INTERJ	-
agula	VERB	-
agulama	NOUN	-
agulamak	NOUN	-
aguş	NOUN	-
agâh	ADJ	-
agâh	NOUN	-
agâhlık	NOUN	VOICING
ah	INTERJ	-
ah	NOUN	-
aha	INTERJ	-
ahacık	INTERJ	-
ahali	NOUN	-
ahar	NOUN	-
aharcı	NOUN	-
aharla	VERB	-
aharlama	NOUN	-
aharlı	ADJ	-
ahbap	INTERJ	VOICING
ahbap	NOUN	VOICING
ahbaplık	NOUN	VOICING
ahbapça	ADV	-
ahcar	NOUN	-
ahdet	VERB	-
ahdetme	NOUN	-
ahdî	ADJ	-
ahenk	NOUN	VOICING
ahenkleştir	VERB	-
ahenkleştirme	NOUN	-
ahenkli	ADJ	-
ahenkli	NOUN	-
ahenklilik	NOUN	VOICING
ahenksiz	ADJ	-
ahenksiz	NOUN	-
ahenksizlik	NOUN	VOICING
ahenktar	ADJ	-
aheste	ADJ	-
aheste	ADV	-
aheste	NOUN	-
ahesteleş	VERB	-
ahesteleşme	NOUN	-
ahestelik	NOUN	VOICING
ahfat	NOUN	VOICING
ahi	ADJ	-
ahi	NOUN	-
ahilik	NOUN	VOICING
ahir	ADJ	-
ahir	ADV	-
ahir	NOUN	-
ahiren	ADV	-
ahiren	NOUN	-
ahiret	NOUN	-
ahiretlik	ADJ	VOICING
ahit	NOUN	-
ahitleş	VERB	-
ahitleşme	NOUN	-
ahitname	NOUN	-
ahiz	NOUN	-
ahize	NOUN	-
ahkâm	NOUN	-
ahla	VERB	-
ahlaf	NOUN	-
ahlak	NOUN	-
ahlaken	ADV	-
ahlaki	ADJ	-
ahlakilik	NOUN	VOICING
ahlakiyat	NOUN	-
ahlakiyet	NOUN	-
ahlaklı	ADJ	-
ahlaklılık	NOUN	VOICING
ahlaksız	ADJ	-
ahlaksız	NOUN	-
ahlaksızca	ADJ	-
ahlaksızca	ADV	-
ahlaksızcasına	ADV	-
ahlaksızlık	NOUN	VOICING
ahlakça	ADV	-
ahlakçı	ADJ	-
ahlakçı	NOUN	-
ahlakçılık	NOUN	VOICING
ahlama	NOUN	-
ahlat	NOUN	-
ahlatıerbaa	NOUN	-
ahlayış	NOUN	-
ahmak	ADJ	VOICING
ahmaklaş	VERB	-
ahmaklaşabil	VERB	-
ahmaklaşabilme	NOUN	-
ahmaklaşma	NOUN	-
ahmaklaşmak	NOUN	-
ahmaklaştır	VERB	-
ahmaklaştırabil	VERB	-
ahmaklaştırabilme	NOUN	-
ahmaklaştırabilmek	NOUN	-
ahmaklaştırma	NOUN	-
ahmaklık	NOUN	VOICING
ahmakça	ADJ	-
ahmakça	ADV	-
ahmakıslatan	NOUN	-
ahraz	ADJ	-
ahraz	NOUN	-
ahrazlık	NOUN	VOICING
ahret	NOUN	-
ahretlik	ADJ	VOICING
ahretlik	NOUN	VOICING
ahtapot	NOUN	-
ahu	ADJ	-
ahu	NOUN	-
ahududu	NOUN	-
ahunt	NOUN	-
ahuvah	NOUN	-
ahval	NOUN	-
ahzet	VERB	-
ahzetme	NOUN	-
ahzüita	NOUN	-
ahzükabz	NOUN	-
ahçı	NOUN	-
ahır	NOUN	-
ahırdaş	NOUN	-
ahırla	VERB	-
ahırlama	NOUN	-
ahırlamak	NOUN	-
ahşa	NOUN	-
ahşap	ADJ	VOICING
ahşap	NOUN	VOICING
aidat	NOUN	-
aidiyet	NOUN	-
aile	NOUN	-
ailece	ADV	-
ailecek	ADV	-
ailelik	ADJ	-
ailesiz	ADJ	-
ailesiz	ADV	-
ailesizlik	NOUN	VOICING
ailevi	ADJ	-
ailevi	NOUN	-
ait	NOUN	-
ait	POSTP	-
aitlik	NOUN	VOICING
ajan	NOUN	-
ajanda	NOUN	-
ajanlık	NOUN	VOICING
ajans	NOUN	-
ajitasyon	NOUN	-
ajitatör	ADJ	-
ajitatör	NOUN	-
ajite	ADJ	-
ajur	NOUN	-
ajurlu	ADJ	-
ak	ADJ	-
ak	NOUN	-
ak	VERB	-
aka	NOUN	-
akabe	NOUN	-
akabil	VERB	-
akabilme	NOUN	-
akabinde	ADV	-
akademi	NOUN	-
akademici	NOUN	-
akademicilik	NOUN	VOICING
akademik	ADJ	-
akademik	NOUN	-
akademisyen	NOUN	-
akademisyenlik	NOUN	VOICING
akait	NOUN	VOICING
akaju	ADJ	-
akaju	NOUN	-
akak	NOUN	VOICING
akala	NOUN	-
akamber	NOUN	-
akamet	NOUN	-
akar	NOUN	-
akarca	NOUN	-
akaret	NOUN	-
akarlar	NOUN	-
akarsu	NOUN	-
akaryakıt	NOUN	-
akaryakıtçı	NOUN	-
akaryakıtçılık	NOUN	VOICING
akasma	NOUN	-
akasya	NOUN	-
akaç	NOUN	VOICING
akaçla	VERB	-
akaçlama	NOUN	-
akaçlamak	NOUN	-
akaçlat	VERB	-
akaçlatma	NOUN	-
akağaç	NOUN	VOICING
akbaba	ADJ	-
akbaba	NOUN	-
akbabagiller	NOUN	-
akbakla	NOUN	-
akbalık	NOUN	VOICING
akbalıkçıl	NOUN	-
akbasma	NOUN	-
akbaş	NOUN	-
akburçak	NOUN	VOICING
akbuğday	NOUN	-
akciğer	NOUN	-
akciğerliler	NOUN	-
akdarı	NOUN	-
akdedebil	VERB	-
akdedebilme	NOUN	-
akdedebilmek	NOUN	-
akdedil	VERB	-
akdedilme	NOUN	-
akdet	VERB	-
akdetme	NOUN	-
akdetmek	NOUN	-
akdiken	NOUN	-
akdoğan	NOUN	-
akdut	NOUN	-
akemi	NOUN	-
akgünlük	NOUN	VOICING
akhardal	NOUN	-
akide	NOUN	-
akik	NOUN	VOICING
akil	ADJ	-
akilane	ADV	-
akile	NOUN	-
akillik	NOUN	VOICING
akim	ADJ	-
akim	NOUN	-
akis	NOUN	-
akisli	ADJ	-
akissiz	ADJ	-
akit	NOUN	-
akitli	ADJ	-
akkaraman	NOUN	-
akkarınca	NOUN	-
akkarıncalar	NOUN	-
akkavak	NOUN	VOICING
akkefal	NOUN	-
akkelebek	NOUN	VOICING
akkor	ADJ	-
akkorlaş	VERB	-
akkorlaşma	NOUN	-
akkorlaştır	VERB	-
akkorlaştırma	NOUN	-
akkorlaştırıl	VERB	-
akkorlaştırılma	NOUN	-
akkorluk	NOUN	VOICING
akkuyruk	NOUN	VOICING
akkuş	NOUN	-
akla	VERB	-
aklama	NOUN	-
aklan	NOUN	-
aklan	VERB	-
aklanabil	VERB	-
aklanabilme	NOUN	-
aklanma	NOUN	-
aklanmak	NOUN	-
aklanış	NOUN	-
aklat	VERB	-
aklatma	NOUN	-
aklayabil	VERB	-
aklayabilme	NOUN	-
aklayabilmek	NOUN	-
aklayıver	VERB	-
aklayıverme	NOUN	-
aklayış	NOUN	-
aklaş	VERB	-
aklaşma	NOUN	-
aklaştır	VERB	-
aklaştırma	NOUN	-
aklen	ADV	-
aklevrek	NOUN	VOICING
akli	ADJ	-
akli	NOUN	-
aklileş	VERB	-
aklileşme	NOUN	-
aklileştir	VERB	-
aklileştiril	VERB	-
aklileştirilme	NOUN	-
aklileştirme	NOUN	-
aklilik	NOUN	VOICING
akliyat	NOUN	-
akliye	NOUN	-
akliyeci	NOUN	-
akliyecilik	NOUN	VOICING
aklı	ADJ	-
aklıevvel	ADJ	-
aklıevvel	NOUN	-
aklıevvellik	NOUN	VOICING
aklık	NOUN	VOICING
aklımda	INTERJ	-
aklınca	ADV	-
aklıselim	ADJ	-
aklıselim	NOUN	-
aklıselimlik	NOUN	VOICING
akma	NOUN	-
akmak	NOUN	-
akman	ADJ	-
akmantar	NOUN	-
akmaz	NOUN	-
akne	NOUN	-
akompanyatör	NOUN	-
akonitin	NOUN	-
akont	NOUN	-
akor	NOUN	-
akordeon	NOUN	-
akordeoncu	NOUN	-
akordiyon	ADJ	-
akordiyon	NOUN	-
akordiyoncu	NOUN	-
akort	NOUN	VOICING
akortla	VERB	-
akortlama	NOUN	-
akortlan	VERB	-
akortlanma	NOUN	-
akortlat	VERB	-
akortlatma	NOUN	-
akortlu	ADJ	-
akortsuz	ADJ	-
akortsuz	NOUN	-
akortsuzlaş	VERB	-
akortsuzlaşma	NOUN	-
akortsuzlaştır	VERB	-
akortsuzlaştırma	NOUN	-
akortsuzlaştırmak	NOUN	-
akortsuzluk	NOUN	VOICING
akortçu	NOUN	-
akortçuluk	NOUN	VOICING
akpas	NOUN	-
akpelin	NOUN	-
akraba	NOUN	-
akrabalık	NOUN	VOICING
akran	NOUN	-
akranlık	NOUN	VOICING
akreditasyon	NOUN	-
akreditif	NOUN	-
akrep	NOUN	VOICING
akrepler	NOUN	-
akrilik	ADJ	VOICING
akrilik	NOUN	VOICING
akrobasi	NOUN	-
akrobat	NOUN	-
akrobatik	ADJ	-
akrobatlık	NOUN	VOICING
akrofobi	NOUN	-
akromatik	ADJ	-
akromatik	NOUN	-
akromatin	NOUN	-
akromatopsi	NOUN	-
akromegali	NOUN	-
akronim	NOUN	-
akropol	NOUN	-
akrostiş	NOUN	-
aks	NOUN	-
aksa	ADJ	-
aksa	NOUN	-
aksa	VERB	-
aksak	ADJ	VOICING
aksak	NOUN	VOICING
aksakal	NOUN	-
aksaklık	NOUN	VOICING
aksam	NOUN	-
aksama	NOUN	-
aksamak	NOUN	-
aksan	NOUN	-
aksat	VERB	-
aksata	NOUN	-
aksatabil	VERB	-
aksatabilme	NOUN	-
aksatabilmek	NOUN	-
aksatma	NOUN	-
aksatıl	VERB	-
aksatılma	NOUN	-
aksatılış	NOUN	-
aksatış	NOUN	-
aksayabil	VERB	-
aksayabilme	NOUN	-
aksayış	NOUN	-
akse	NOUN	-
aksedebil	VERB	-
aksedebilme	NOUN	-
aksedebilmek	NOUN	-
aksedir	NOUN	-
aksediş	NOUN	-
akselerograf	NOUN	-
akselerometre	NOUN	-
akseptans	NOUN	-
aksesuar	NOUN	-
aksesuarcı	NOUN	-
aksesuarcılık	NOUN	VOICING
akset	VERB	-
aksetme	NOUN	-
aksetmek	NOUN	-
aksettir	VERB	-
aksettirebil	VERB	-
aksettirebilme	NOUN	-
aksettirebilmek	NOUN	-
aksettiril	VERB	-
aksettiriliş	NOUN	-
aksettirilme	NOUN	-
aksettirilmek	NOUN	-
aksettiriş	NOUN	-
aksettirme	NOUN	-
aksettirmek	NOUN	-
aksi	ADJ	-
aksi	NOUN	-
aksilen	VERB	-
aksilenme	NOUN	-
aksileş	VERB	-
aksileşme	NOUN	-
aksileşmek	NOUN	-
aksilik	NOUN	VOICING
aksine	ADV	-
aksiseda	NOUN	-
aksiyom	NOUN	-
aksiyon	NOUN	-
aksiyoner	ADJ	-
aksiyoner	NOUN	-
akson	NOUN	-
aksona	NOUN	-
aksoğan	NOUN	-
aksu	NOUN	-
aksuna	NOUN	-
aksungur	NOUN	-
aksöğüt	NOUN	VOICING
aksülamel	NOUN	-
aksır	VERB	-
aksırabil	VERB	-
aksırabilme	NOUN	-
aksırma	NOUN	-
aksırt	VERB	-
aksırtabil	VERB	-
aksırtabilme	NOUN	-
aksırtma	NOUN	-
aksırık	NOUN	VOICING
aksırıklı	ADJ	-
aksırıver	VERB	-
aksırıverme	NOUN	-
aksırış	NOUN	-
aktar	NOUN	-
aktar	VERB	-
aktarabil	VERB	-
aktarabilme	NOUN	-
aktarabilmek	NOUN	-
aktariye	NOUN	-
aktarlık	NOUN	VOICING
aktarma	NOUN	-
aktarmacı	NOUN	-
aktarmacılık	NOUN	VOICING
aktarmak	NOUN	-
aktarmalı	ADJ	-
aktarmalı	ADV	-
aktarmasız	ADJ	-
aktarmasız	ADV	-
aktart	VERB	-
aktartma	NOUN	-
aktarıcı	NOUN	-
aktarıcılık	NOUN	VOICING
aktarıl	VERB	-
aktarılabil	VERB	-
aktarılabilme	NOUN	-
aktarılma	NOUN	-
aktarılıver	VERB	-
aktarılıverme	NOUN	-
aktarılış	NOUN	-
aktarım	NOUN	-
aktarıver	VERB	-
aktarıverme	NOUN	-
aktarış	NOUN	-
aktavşan	NOUN	-
aktaş	NOUN	-
aktif	ADJ	-
aktif	NOUN	-
aktifleş	VERB	-
aktifleşebil	VERB	-
aktifleşebilme	NOUN	-
aktifleşme	NOUN	-
aktifleştir	VERB	-
aktifleştirici	NOUN	-
aktifleştirme	NOUN	-
aktiflik	NOUN	VOICING
aktinit	NOUN	VOICING
aktinoloji	NOUN	-
aktinolojik	ADJ	-
aktinometre	NOUN	-
aktinyum	NOUN	-
aktinyumlu	ADJ	-
aktivasyon	NOUN	-
aktivist	NOUN	-
aktivite	NOUN	-
aktivizm	NOUN	-
aktris	NOUN	-
aktutma	NOUN	-
aktör	NOUN	-
aktöre	NOUN	-
aktöreci	ADJ	-
aktörecilik	NOUN	VOICING
aktöresel	ADJ	-
aktörlük	NOUN	VOICING
aktüalist	ADJ	-
aktüalite	NOUN	-
aktüalizm	NOUN	-
aktüel	ADJ	-
aktüel	NOUN	-
aktüelleş	VERB	-
aktüelleşme	NOUN	-
aktüelleştir	VERB	-
aktüelleştirme	NOUN	-
aktüellik	NOUN	VOICING
aktüer	NOUN	-
aktüeryal	ADJ	-
akupunktur	NOUN	-
akupunkturcu	NOUN	-
akupunkturculuk	NOUN	VOICING
akur	ADJ	-
akur	NOUN	-
akustik	NOUN	VOICING
akut	ADJ	-
akutluk	NOUN	VOICING
akuzatif	NOUN	-
akva	NOUN	-
akvam	NOUN	-
akvarel	NOUN	-
akvarist	NOUN	-
akvaryum	NOUN	-
akvaryumcu	NOUN	-
akvaryumculuk	NOUN	VOICING
akyuvar	NOUN	-
akça	ADJ	-
akça	NOUN	-
akçaarmut	NOUN	VOICING
akçaağaç	NOUN	VOICING
akçaağaçgiller	NOUN	-
akçakavak	NOUN	VOICING
akçakesme	NOUN	-
akçala	VERB	-
akçalama	NOUN	-
akçalan	VERB	-
akçalanma	NOUN	-
akçasal	ADJ	-
akçe	NOUN	-
akçeli	ADJ	-
akçöpleme	NOUN	-
akçıl	ADJ	-
akçıl	NOUN	-
akçıllan	VERB	-
akçıllanma	NOUN	-
akçıllaş	VERB	-
akçıllaşma	NOUN	-
akçıllık	NOUN	VOICING
akü	NOUN	-
akümülatör	NOUN	-
akı	NOUN	-
akıbet	ADV	-
akıbet	NOUN	-
akıcı	ADJ	-
akıcı	NOUN	-
akıcılık	NOUN	VOICING
akıl	NOUN	VOWEL_DROP
akılalmaz	ADJ	-
akılalmazlık	NOUN	VOICING
akılcı	ADJ	-
akılcı	NOUN	-
akılcılık	NOUN	VOICING
akıldane	NOUN	-
akıldanelik	NOUN	VOICING
akıllan	VERB	-
akıllanabil	VERB	-
akıllanabilme	NOUN	-
akıllanabilmek	NOUN	-
akıllandır	VERB	-
akıllandırma	NOUN	-
akıllanma	NOUN	-
akıllanmak	NOUN	-
akıllanmaz	ADJ	-
akıllanmazlık	NOUN	VOICING
akıllanıver	VERB	-
akıllanıverme	NOUN	-
akıllanış	NOUN	-
akıllı	ADJ	-
akıllı	INTERJ	-
akıllı	NOUN	-
akıllıca	ADJ	-
akıllıca	ADV	-
akıllıcasına	ADV	-
akıllılaş	VERB	-
akıllılaşma	NOUN	-
akıllılık	NOUN	VOICING
akıllım	NOUN	-
akılsal	ADJ	-
akılsal	NOUN	-
akılsallaştır	VERB	-
akılsallaştırma	NOUN	-
akılsız	ADJ	-
akılsızca	ADJ	-
akılsızca	ADV	-
akılsızcasına	ADV	-
akılsızlık	NOUN	VOICING
akım	NOUN	-
akımcı	NOUN	-
akımcılık	NOUN	VOICING
akımlı	ADJ	-
akımsız	ADJ	-
akımsızlık	NOUN	VOICING
akımtoplar	NOUN	-
akımölçer	NOUN	-
akın	NOUN	-
akıncı	NOUN	-
akıncılık	NOUN	VOICING
akındırık	NOUN	VOICING
akınkayası	NOUN	-
akıntı	NOUN	-
akıntılı	ADJ	-
akıntısız	ADJ	-
akıntısızlık	NOUN	VOICING
akıntıölçer	NOUN	-
akıt	VERB	-
akıtabil	VERB	-
akıtabilme	NOUN	-
akıtabilmek	NOUN	-
akıtaç	NOUN	VOICING
akıtma	NOUN	-
akıtmalı	ADJ	-
akıtıl	VERB	-
akıtılma	NOUN	-
akıtılış	NOUN	-
akıtıver	VERB	-
akıtıverme	NOUN	-
akıtış	NOUN	-
akıver	VERB	-
akıverme	NOUN	-
akış	NOUN	-
akış	VERB	-
akışkan	ADJ	-
akışkanlaş	VERB	-
akışkanlaşma	NOUN	-
akışkanlaştır	VERB	-
akışkanlaştırma	NOUN	-
akışkanlık	NOUN	VOICING
akışlı	ADJ	-
akışlılık	NOUN	VOICING
akışma	NOUN	-
akışmak	NOUN	-
akışmalı	ADJ	-
akışmasız	ADJ	-
akışmaz	ADJ	-
akışmazlık	NOUN	VOICING
akışsız	ADJ	-
akşam	NOUN	-
akşama	ADV	-
akşamcı	NOUN	-
akşamcılık	NOUN	VOICING
akşamdan	ADV	-
akşamki	ADJ	-
akşamla	VERB	-
akşamlama	NOUN	-
akşamlamak	NOUN	-
akşamları	ADV	-
akşamları	NOUN	-
akşamlat	VERB	-
akşamlatma	NOUN	-
akşamlayabil	VERB	-
akşamlayabilme	NOUN	-
akşamlayabilmek	NOUN	-
akşamleyin	ADV	-
akşamlık	ADJ	-
akşamlık	NOUN	-
akşamsefası	NOUN	-
akşamüstü	ADV	-
akşamüzeri	ADV	-
akşın	ADJ	-
akşınlık	NOUN	VOICING
al	ADJ	-
al	NOUN	-
al	VERB	-
ala	ADJ	-
ala	NOUN	-
alabacak	ADJ	-
alabacak	NOUN	-
alabalık	NOUN	VOICING
alabalıkgiller	NOUN	-
alabanda	NOUN	-
alabaş	NOUN	-
alabil	VERB	-
alabildiğine	ADV	-
alabildiğine	NOUN	-
alabilme	NOUN	-
alabilmek	NOUN	-
alabora	NOUN	-
alabros	ADJ	-
alaca	ADJ	-
alaca	NOUN	-
alacabalıkçıl	NOUN	-
alacak	NOUN	VOICING
alacakarga	NOUN	-
alacaklandır	VERB	-
alacaklandırma	NOUN	-
alacaklandırıcı	NOUN	-
alacaklı	ADJ	-
alacaklılık	NOUN	VOICING
alacakokarca	NOUN	-
alacala	VERB	-
alacalama	NOUN	-
alacalamak	NOUN	-
alacalan	VERB	-
alacalandır	VERB	-
alacalandırma	NOUN	-
alacalanma	NOUN	-
alacalanmak	NOUN	-
alacalı	ADJ	-
alacalık	NOUN	VOICING
alacalılık	NOUN	VOICING
alacamenekşe	NOUN	-
alacasansar	NOUN	-
alafranga	ADJ	-
alafranga	NOUN	-
alafrangacı	NOUN	-
alafrangacılık	NOUN	VOICING
alafrangalaş	VERB	-
alafrangalaşma	NOUN	-
alafrangalaştır	VERB	-
alafrangalaştırma	NOUN	-
alafrangalık	NOUN	VOICING
alagarson	NOUN	-
alageyik	NOUN	VOICING
alaim	NOUN	-
alaimisema	NOUN	-
alaka	NOUN	-
alakadar	ADJ	-
alakadarlık	NOUN	VOICING
alakalan	VERB	-
alakalandır	VERB	-
alakalandırma	NOUN	-
alakalanma	NOUN	-
alakalanmak	NOUN	-
alakalı	ADJ	-
alakalılık	NOUN	VOICING
alakarga	NOUN	-
alakart	NOUN	-
alakasız	ADJ	-
alakasızca	ADV	-
alakasızcasına	ADV	-
alakasızlık	NOUN	VOICING
alakok	NOUN	-
alala	VERB	-
alalama	NOUN	-
alamana	NOUN	-
alamanata	NOUN	-
alamerikan	ADJ	-
alamet	NOUN	-
alametifarika	NOUN	-
alametifarikalı	ADJ	-
alaminüt	ADJ	-
alaminüt	NOUN	-
alaminütçü	NOUN	-
alamot	ADJ	-
alamot	NOUN	-
alan	NOUN	-
alar	VERB	-
alarga	ADV	-
alarga	INTERJ	-
alarga	NOUN	-
alarm	NOUN	-
alarma	NOUN	-
alarmak	NOUN	-
alat	NOUN	-
alatav	ADJ	-
alaten	ADJ	-
alaturka	ADJ	-
alaturka	NOUN	-
alaturkacı	NOUN	-
alaturkacılık	NOUN	VOICING
alaturkalaş	VERB	-
alaturkalaşma	NOUN	-
alaturkalaştır	VERB	-
alaturkalaştırma	NOUN	-
alaturkalık	NOUN	VOICING
alavere	NOUN	-
alavereci	NOUN	-
alaverecilik	NOUN	VOICING
alay	NOUN	-
alaybozan	NOUN	-
alaycı	ADJ	-
alaycı	NOUN	-
alaycılık	NOUN	VOICING
alayiş	NOUN	-
alayişli	ADJ	-
alaylı	ADJ	-
alaylı	NOUN	-
alaylılık	NOUN	VOICING
alaysı	ADJ	-
alayımsı	ADJ	-
alaz	NOUN	-
alaza	NOUN	-
alazla	VERB	-
alazlama	NOUN	-
alazlamak	NOUN	-
alazlan	VERB	-
alazlanma	NOUN	-
alazlanmak	NOUN	-
alaçam	NOUN	-
alaçık	NOUN	VOICING
alaşağı	ADV	-
alaşağı	NOUN	-
alaşım	NOUN	-
alaşımla	VERB	-
alaşımlama	NOUN	-
albasma	NOUN	-
albastı	NOUN	-
albatr	NOUN	-
albatros	NOUN	-
albay	NOUN	-
albaylık	NOUN	VOICING
albeni	NOUN	-
albenili	ADJ	-
albenisiz	ADJ	-
albenisizlik	NOUN	VOICING
albinizm	NOUN	-
albino	ADJ	-
albüm	NOUN	-
albümin	NOUN	-
albüminli	ADJ	-
aldan	VERB	-
aldanabil	VERB	-
aldanabilme	NOUN	-
aldangıç	NOUN	VOICING
aldanma	NOUN	-
aldanmak	NOUN	-
aldanmamazlık	NOUN	VOICING
aldanmaz	ADJ	-
aldanmazlık	NOUN	VOICING
aldanç	ADJ	-
aldanıver	VERB	-
aldanıverme	NOUN	-
aldanış	NOUN	-
aldat	VERB	-
aldatabil	VERB	-
aldatabilme	NOUN	-
aldatabilmek	NOUN	-
aldatma	NOUN	-
aldatmaca	NOUN	-
aldatmak	NOUN	-
aldatıl	VERB	-
aldatılabil	VERB	-
aldatılabilme	NOUN	-
aldatılma	NOUN	-
aldatılmışlık	NOUN	VOICING
aldatılış	NOUN	-
aldatıver	VERB	-
aldatıverme	NOUN	-
aldatış	NOUN	-
aldehit	NOUN	VOICING
aldı	NOUN	-
aldır	VERB	-
aldırabil	VERB	-
aldırabilme	NOUN	-
aldırabilmek	NOUN	-
aldırma	NOUN	-
aldırmak	NOUN	-
aldırmamazlık	NOUN	VOICING
aldırmaz	ADJ	-
aldırmaz	NOUN	-
aldırmazlık	NOUN	VOICING
aldırt	VERB	-
aldırtabil	VERB	-
aldırtabilme	NOUN	-
aldırtabilmek	NOUN	-
aldırtma	NOUN	-
aldırıl	VERB	-
aldırılabil	VERB	-
aldırılabilme	NOUN	-
aldırılma	NOUN	-
aldırış	NOUN	-
aldırışsız	ADJ	-
aldırışsızca	ADV	-
aldırışsızlık	NOUN	VOICING
alegori	NOUN	-
alegorik	ADJ	-
aleksi	NOUN	-
alelacayip	ADJ	-
alelacele	ADV	-
alelade	ADJ	-
alelade	NOUN	-
aleladelik	NOUN	VOICING
alelhesap	ADV	-
alelhusus	ADV	-
alelumum	ADV	-
alelusul	ADV	-
alelusul	NOUN	-
alelıtlak	ADV	-
alelıtlak	NOUN	-
alem	NOUN	-
alemci	NOUN	-
alemcilik	NOUN	VOICING
alemdar	NOUN	-
alemdarlık	NOUN	VOICING
alenen	ADV	-
alengir	NOUN	-
alengirli	ADJ	-
alengirli	NOUN	-
aleni	ADJ	-
alenileş	VERB	-
alenileşme	NOUN	-
alenilik	NOUN	VOICING
aleniyet	NOUN	-
alerjen	NOUN	-
alerji	NOUN	-
alerjik	ADJ	-
alerjik	NOUN	-
alerjili	ADJ	-
alerjisiz	ADJ	-
alessabah	ADV	-
alesta	ADJ	-
alet	NOUN	-
aletli	ADJ	-
